"";"ID";"QUERY";"CAT";"DIFFICULTY";"MENTION#0";"URL#0";"RELEVANCE#0";"MENTION#1";"URL#1";"RELEVANCE#1";"MENTION#2";"URL#2";"RELEVANCE#2";"MENTION#3";"URL#3";"RELEVANCE#3";"MENTION#4";"URL#4";"RELEVANCE#4";"MENTION#5";"URL#5";"RELEVANCE#5";"MENTION#6";"URL#6";"RELEVANCE#6";"MENTION#7";"URL#7";"RELEVANCE#7";"MENTION#8";"URL#8";"RELEVANCE#8";"MENTION#9";"URL#9";"RELEVANCE#9";"Unnamed: 35";"Unnamed: 36";"Unnamed: 37";"Unnamed: 38";"Unnamed: 39";"Unnamed: 40";"Unnamed: 41";"Unnamed: 42";"Unnamed: 43";"Unnamed: 44";"Unnamed: 45";"Unnamed: 46";"Unnamed: 47";"Unnamed: 48";"Unnamed: 49";"Unnamed: 50";"Unnamed: 51";"Unnamed: 52";"Unnamed: 53";"Unnamed: 54";"Unnamed: 55";"Unnamed: 56";"Unnamed: 57";"Unnamed: 58";"Unnamed: 59";"Unnamed: 60";"Unnamed: 61"
"22";"ysqle-trec-2011-58-0";"2005 world snooker championships";"LQ";"1";"2005 world snooker championships";"https://en.wikipedia.org/wiki/2005_World_Snooker_Championship";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24";"ysqle-yahoo-138-0";"2013 accord";"ConQ, LQ";"2";"accord";"https://en.wikipedia.org/wiki/Honda_Accord";"2.0";"accord";"https://en.wikipedia.org/wiki/Accord_(company)";"2.0";"accord";"https://en.wikipedia.org/wiki/Accord_(French_record_label)";"2.0";"accord";"https://en.wikipedia.org/wiki/Accord_(Polish_record_label)";"2.0";"accord";"https://en.wikipedia.org/wiki/Accord_(trade_union)";"2.0";"accord";"https://en.wikipedia.org/wiki/Accord_Coalition";"2.0";"accord";"https://en.wikipedia.org/wiki/Accord,_New_York";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26";"ysqle-yahoo-138-5";"2013 accord sedan";"ConQ, LQ";"2";"accord";"https://en.wikipedia.org/wiki/Honda_Accord";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"28";"ysqle-yahoo-138-6";"2013 accord sedan photos";"ConQ";"2";"accord";"https://en.wikipedia.org/wiki/Honda_Accord";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"30";"ysqle-yahoo-138-1";"2013 altima recall";"ConQ";"2";"altima";"https://en.wikipedia.org/wiki/Nissan_Altima";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"32";"ysqle-yahoo-138-2";"2013 altima sedan";"LQ";"2";"altima";"https://en.wikipedia.org/wiki/Nissan_Altima";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"34";"ysqle-yahoo-138-12";"2013 camry";"LQ";"2";"camry";"https://en.wikipedia.org/wiki/Toyota_Camry";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"36";"ysqle-yahoo-138-13";"2013 camry redesign";"ConQ";"2";"camry";"https://en.wikipedia.org/wiki/Toyota_Camry";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"40";"ysqle-yahoo-138-7";"2013 kia optima";"ConQ, LQ";"2";"kia optima";"https://en.wikipedia.org/wiki/Kia_Optima";"2.0";"kia";"https://en.wikipedia.org/wiki/Kia_Motors";"2.0";"optima";"https://en.wikipedia.org/wiki/Optima";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"42";"ysqle-yahoo-138-10";"2013 lacrosse buick";"ConQ, LQ";"2";"lacrosse buick";"https://en.wikipedia.org/wiki/Buick_LaCrosse";"2.0";"buick";"https://en.wikipedia.org/wiki/Buick";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"44";"ysqle-yahoo-138-16";"2013 malibu";"ConQ, LQ";"2";"malibu";"https://en.wikipedia.org/wiki/Chevrolet_Malibu";"2.0";"malibu";"https://en.wikipedia.org/wiki/Malibu,_California";"1.0";"malibu";"https://en.wikipedia.org/wiki/Malibu_(Toronto)";"1.0";"malibu";"https://en.wikipedia.org/wiki/Malibu,_British_Columbia";"1.0";"malibu";"https://en.wikipedia.org/wiki/Malibu_(Hole_song)";"1.0";"malibu";"https://en.wikipedia.org/wiki/Malibu_(film)";"1.0";"malibu";"https://en.wikipedia.org/wiki/Malibu,_CA_(TV_series)";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"46";"ysqle-yahoo-138-17";"2013 malibu pictures";"ConQ";"2";"malibu";"https://en.wikipedia.org/wiki/Chevrolet_Malibu";"2.0";"malibu";"https://en.wikipedia.org/wiki/Malibu,_California";"1.0";"malibu";"https://en.wikipedia.org/wiki/Malibu_(Toronto)";"1.0";"malibu";"https://en.wikipedia.org/wiki/Malibu,_British_Columbia";"1.0";"malibu";"https://en.wikipedia.org/wiki/Malibu_(film)";"1.0";"malibu";"https://en.wikipedia.org/wiki/Malibu,_CA_(TV_series)";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"48";"ysqle-yahoo-138-18";"2013 malibu price";"ConQ";"2";"malibu";"https://en.wikipedia.org/wiki/Chevrolet_Malibu";"2.0";"malibu";"https://en.wikipedia.org/wiki/Malibu_(Hole_song)";"1.0";"malibu";"https://en.wikipedia.org/wiki/Malibu_(film)";"1.0";"malibu";"https://en.wikipedia.org/wiki/Malibu,_CA_(TV_series)";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"50";"ysqle-yahoo-138-14";"2013 mazda cx5";"LQ";"2";"mazda cx5";"https://en.wikipedia.org/wiki/Mazda_CX-5";"2.0";"mazda";"https://en.wikipedia.org/wiki/Mazda";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"54";"ysqle-yahoo-138-8";"2013 rav4";"LQ";"2";"rav4";"https://en.wikipedia.org/wiki/Toyota_RAV4";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"58";"ysqle-yahoo-493-9";"2014 nfl mock draft";"ConQ";"2";"2014 nfl";"https://en.wikipedia.org/wiki/2014_NFL_season";"2.0";"nfl";"https://en.wikipedia.org/wiki/National_Football_League";"2.0";"nfl";"https://en.wikipedia.org/wiki/National_Football_League_(Ireland)";"1.0";"nfl";"https://en.wikipedia.org/wiki/National_Football_League_(South_Africa)";"1.0";"nfl";"https://en.wikipedia.org/wiki/Singapore_National_Football_League";"1.0";"nfl";"https://en.wikipedia.org/wiki/National_Football_League_(India)";"1.0";"nfl mock draft";"https://en.wikipedia.org/wiki/National_Football_League_Draft";"2.0";"2014 nfl mock draft";"https://en.wikipedia.org/wiki/2014_NFL_Draft";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"60";"ysqle-yahoo-72-2";"3riversfcu credit union";"LQ";"1";"3riversfcu credit union";"https://www.3riversfcu.org/";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"62";"ysqle-trec-2012-2-0";"403(b) retirement plan";"LQ";"1";"403(b) retirement plan";"https://en.wikipedia.org/wiki/403(b)";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"64";"ysqle-yahoo-438-0";"42 years in a coma";"ConQ";"2";"in a coma";"https://en.wikipedia.org/wiki/In_a_Coma";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"66";"esdbpediav2-SemSearch_ES-1";"44 magnum hunting";"ConQ";"1";"44 magnum";"https://en.wikipedia.org/wiki/.44_Magnum";"2.0";"44 magnum";"https://en.wikipedia.org/wiki/44_Magnum_(band)";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"68";"ysqle-yahoo-502-2";"54 main madison nj";"LQ";"1";"54 main madison nj";"https://www.yelp.com/biz/54-main-bar-and-grille-madison";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"70";"ysqle-yahoo-190-0";"6am band";"ConQ, LQ";"2";"6am band";"https://en.wikipedia.org/wiki/Sixx:A.M.";"2.0";"6am";"https://en.wikipedia.org/wiki/6_AM";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"72";"ysqle-yahoo-201-1";"707 gun shop myrtle beach sc";"ConQ";"1";"707 gun shop";"https://www.yelp.de/biz/707-gun-shop-myrtle-beach";"2.0";"myrtle beach sc";"https://en.wikipedia.org/wiki/Myrtle_Beach,_South_Carolina";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"74";"ysqle-yahoo-509-0";"775 area code";"ConQ";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"78";"ysqle-yahoo-45-1";"aarp travel discounts";"ConQ";"1";"aarp travel";"https://travel.aarp.org/";"2.0";"aarp";"https://en.wikipedia.org/wiki/AARP";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"80";"ysqle-yahoo-494-3";"abc.com";"LQ";"1";"abc.com";"http://abc.go.com/";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"84";"ysqle-yahoo-140-2";"adam levine slams";"ConQ";"1";"adam levine";"https://en.wikipedia.org/wiki/Adam_Levine";"2.0";"adam levine";"https://en.wikipedia.org/wiki/Adam_Levine_(press_aide)";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"86";"ysqle-yahoo-494-7";"address numerology";"ConQ";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"88";"ysqle-yahoo-322-1";"adele baby";"ConQ, RQ";"2";"adele";"https://en.wikipedia.org/wiki/Adele";"2.0";"adele";"https://en.wikipedia.org/wiki/Jan_Adele";"1.0";"adele";"https://en.wikipedia.org/wiki/Adele_(musical)";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"90";"erd14-TREC-1";"adobe indian houses";"ConQ";"1";"adobe";"https://en.wikipedia.org/wiki/Adobe_Systems";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"92";"ysqle-yahoo-78-4";"adobe pdf converter";"ConQ";"2";"adobe";"https://en.wikipedia.org/wiki/Adobe_Systems";"2.0";"pdf";"https://en.wikipedia.org/wiki/Portable_Document_Format";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"94";"ysqle-yahoo-78-6";"adobe pdf converter downloads";"ConQ";"1";"adobe";"https://en.wikipedia.org/wiki/Adobe_Systems";"2.0";"pdf";"https://en.wikipedia.org/wiki/Portable_Document_Format";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"96";"ysqle-yahoo-78-10";"adobe pdf converter driver";"ConQ";"1";"adobe";"https://en.wikipedia.org/wiki/Adobe_Systems";"2.0";"pdf";"https://en.wikipedia.org/wiki/Portable_Document_Format";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"98";"ysqle-yahoo-78-9";"adobe pdf converter free download";"ConQ";"1";"adobe";"https://en.wikipedia.org/wiki/Adobe_Systems";"2.0";"pdf";"https://en.wikipedia.org/wiki/Portable_Document_Format";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"100";"ysqle-yahoo-78-5";"adobe pdf converter printer";"ConQ";"1";"adobe";"https://en.wikipedia.org/wiki/Adobe_Systems";"2.0";"pdf";"https://en.wikipedia.org/wiki/Portable_Document_Format";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"102";"ysqle-yahoo-78-11";"adobe pdf converter to word";"ConQ";"1";"adobe";"https://en.wikipedia.org/wiki/Adobe_Systems";"2.0";"pdf";"https://en.wikipedia.org/wiki/Portable_Document_Format";"2.0";"word";"https://en.wikipedia.org/wiki/Microsoft_Word";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"104";"ysqle-trec-2010-54-0";"adopting a dog";"ConQ";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"106";"ysqle-trec-2013-78-0";"advantages of junk food";"ConQ";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"108";"ysqle-yahoo-322-2";"adventure time";"ConQ, LQ";"2";"adventure time";"https://en.wikipedia.org/wiki/Adventure_Time";"2.0";"adventure time";"https://en.wikipedia.org/wiki/Adventure_Time_(1959_TV_series)";"1.0";"adventure time";"https://en.wikipedia.org/wiki/Adventure_Time_(1967_TV_series)";"1.0";"adventure";"https://en.wikipedia.org/wiki/Adventure,_Guyana";"1.0";"time";"https://en.wikipedia.org/wiki/Time,_Illinois";"1.0";"time";"https://en.wikipedia.org/wiki/Time,_Norway";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"110";"ysqle-yahoo-322-3";"adventure time hat";"ConQ";"2";"adventure time";"https://en.wikipedia.org/wiki/Adventure_Time";"2.0";"adventure time";"https://en.wikipedia.org/wiki/Adventure_Time_(1959_TV_series)";"1.0";"adventure time";"https://en.wikipedia.org/wiki/Adventure_Time_(1967_TV_series)";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"112";"ysqle-trec-2013-115-0";"advice for technology start-up";"ConQ";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"114";"ysqle-yahoo-1-4";"aetna";"LQ";"2";"aetna";"https://en.wikipedia.org/wiki/Aetna";"2.0";"aetna";"https://en.wikipedia.org/wiki/Aetna_(city)";"1.0";"aetna";"https://en.wikipedia.org/wiki/Aetna_(nymph)";"1.0";"aetna";"https://en.wikipedia.org/wiki/Aetna,_Alberta";"2.0";"aetna";"https://en.wikipedia.org/wiki/Aetna,_Craighead_County,_Arkansas";"2.0";"aetna";"https://en.wikipedia.org/wiki/Aetna_(Gary)";"2.0";"aetna";"https://en.wikipedia.org/wiki/Aetna,_Kansas";"2.0";"aetna";"https://en.wikipedia.org/wiki/Aetna,_Michigan";"2.0";"aetna";"https://en.wikipedia.org/wiki/Aetna,_Hickman_County,_Tennessee";"2.0";"aetna";"https://en.wikipedia.org/wiki/Mount_Etna";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"116";"ysqle-yahoo-178-0";"aetv";"LQ";"1";"aetv";"http://www.aetv.com/";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"118";"ysqle-trec-2010-147-1";"afghanistan history";"ConQ";"2";"afghanistan";"https://en.wikipedia.org/wiki/Afghanistan";"2.0";"history";"https://en.wikipedia.org/wiki/History_(band)";"1.0";"history";"https://en.wikipedia.org/wiki/History_(Alphaville_album)";"1.0";"history";"https://en.wikipedia.org/wiki/History_(controller.controller_album)";"1.0";"history";"https://en.wikipedia.org/wiki/History_(Dune_album)";"1.0";"history";"https://en.wikipedia.org/wiki/History_(Jon_English_album)";"1.0";"history";"https://en.wikipedia.org/wiki/History_(Loudon_Wainwright_III_album)";"1.0";"history";"https://en.wikipedia.org/wiki/History_(Matthew_West_album)";"1.0";"history";"https://en.wikipedia.org/wiki/HIStory:_Past,_Present_and_Future,_Book_I";"1.0";"history";"https://en.wikipedia.org/wiki/History:";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"120";"ysqle-trec-2010-147-0";"afghanistan war";"ConQ";"2";"afghanistan";"https://en.wikipedia.org/wiki/Afghanistan";"2.0";"war";"https://en.wikipedia.org/wiki/War_(band)";"1.0";"war";"https://en.wikipedia.org/wiki/War_(Swedish_band)";"1.0";"war";"https://en.wikipedia.org/wiki/War_(Bolt_Thrower_album)";"1.0";"war";"https://en.wikipedia.org/wiki/War_(Born_from_Pain_album)";"1.0";"war";"https://en.wikipedia.org/wiki/War_(U2_album)";"1.0";"war";"https://en.wikipedia.org/wiki/War_(War_album)";"1.0";"war";"https://en.wikipedia.org/wiki/W.A.R._(We_Are_Renegades)";"1.0";"war";"https://en.wikipedia.org/wiki/War_(2002_film)";"1.0";"war";"https://en.wikipedia.org/wiki/War_(2007_film)";"1.0";"war";"https://en.wikipedia.org/wiki/War_(2014_film)";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"122";"ysqle-trec-2012-59-0";"air condition roof";"ConQ";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"124";"ysqle-trec-2010-125-1";"air travel information";"ConQ";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
